Title*,url,Supplier,Category,Measurement Unit 1 Code,Measurement Unit 2 Code,Internal Notes, Cost Formula ,Description,[C1],[C2],Size 1 Label,Size 2 Label,Common Names
"Aluminum, Premium (by Dimensions)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a5baf89c-41eb-45e5-85b2-8f2472f21d06&Action=View,Any,Raw Material,kg,[Not Used],,4.2*[Area]*[Length]*[Density], Density=2712kg/m^3 e.g. 7075,,,,,
"Aluminum, Premium (per kg)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=014553f8-48b2-4d0b-aff6-3488bb4682f7&Action=View,Any,Raw Material (per kg),kg,[Not Used],,[Size1]*4.2, Density= 2712kg/m^3 e.g. 7075,,,,,
Antenna,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a632e00f-14c1-4807-89bd-dfd14c489073&Action=View,Any,Electronics,[Not Used],[Not Used], 31mar2019 late,5,,,,,,
"Aramid (Kevlar) Fiber, 1 Ply",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=bc81e164-d1d5-48ee-9b05-194af81d32c6&Action=View,Any,Composite,kg,[Not Used],,150*[Size1], Density=1420kg/m^3. Dry or Pre-Preg. Both include resin. Hand trimming allowed.,,,,,
Axle Snubber,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7c7f299d-2dee-4ede-8262-78eb9570d6c3&Action=View,Any,Drivetrain,[Not Used],[Not Used],,2.5, For example Taylor Race Engineering plastic snubber,,,,,
Axles and halfshafts (All cost as made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f629a47b-24de-4b3d-9fde-d1174e9a3f0e&Action=View,Cost as made,Drivetrain,[Not Used],[Not Used],,10000," Should only be cost as tubing if the raw material was made as tubing, not solid and drilled by team or vendor. Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
"Balance Bar Cable Adjuster, AP CP2905-8",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ffea4cc4-3d8a-49dc-b5b4-01712c2e7792&Action=View,AP,Misc.,[Not Used],[Not Used],,80,,,,,,
"Balance Bar Cable Adjuster, BrakeOMeter, A16",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=67b358bc-88cc-4bed-abfa-dfe1e50c1356&Action=View,BrakeOMeter,Brake System,[Not Used],[Not Used], 29MAR2019 https://brakeometer.com/product/model-a-16/,112.50," Includes handle, cable and decals",,,,,
"Balance Bar Cable Adjuster, Optimum Balance Prod",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=abf8fed5-43d0-49fe-b25c-1fa8b474d72d&Action=View,Optimum Balance Products,Misc.,[Not Used],[Not Used],,22,,,,,,
"Balance Bar Cable Adjuster, Racetech, Any BBAxx series",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=79964a6e-f661-46ac-8a02-cc3ab51dde4d&Action=View,Racetech,Brake System,[Not Used],[Not Used],,45,,,,,,
"Balance Bar Cable Adjuster, Right Angle Drive, AP CP5500-10",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fc63d21b-5b43-4b7b-be8b-3fc9837fa7a4&Action=View,AP,Brake System,[Not Used],[Not Used],,103,,,,,,
"Balance Bar Cable Adjuster, Sandtler, 128154",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=63465283-704b-4700-a35e-ae1964d92691&Action=View,Sandtler,Brake System,[Not Used],[Not Used],,73,,,,,,
"Balance Bar, AP, CP5500-9",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=43acb4f3-eb7a-4f33-8b4b-56eb8fd290b9&Action=View,AP,Brake System,[Not Used],[Not Used],,270,,,,,,
"Balance Bar, AP, CP5520-4",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8fb2f8cb-1f0c-4112-aa0c-5577358a4c7c&Action=View,AP,Brake System,[Not Used],[Not Used],,300,,,,,,
"Balance Bar, OBP,OBPCB010",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4a69f042-7952-4771-80a4-b0f7a872cb63&Action=View,OBP,Brake System,[Not Used],[Not Used], AIR from Steve Taylor,20,,,,,,
"Balance Bar, Sandtler, 128153",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=83bf512c-2e97-4027-b347-d25a96bfc63c&Action=View,Sandtler,Brake System,[Not Used],[Not Used],,65,,,,,,
"Balance Bar, Sandtler, 128154",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=644c3757-a22d-483b-8024-a23b709a1ec5&Action=View,Sandtler,Brake System,[Not Used],[Not Used],,73,,,,,,
"Balance Bar, Tilton, 72-250 ",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=1b84f879-e039-4176-a7ac-6b5938ec8acc&Action=View,Tilton,Brake System,[Not Used],[Not Used],,30,,,,,,
"Balance Bar, Tilton, 72-260",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=06edb255-7fc5-4c15-8278-885f186f9223&Action=View,Tilton,Brake System,[Not Used],[Not Used],,30,,,,,,
"Balance Bar, Tilton, 72-280",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3be12f3c-0c86-4d29-9dd0-1bfc075b215f&Action=View,Tilton,Brake System,[Not Used],[Not Used],,312.5,,,,,,
"Balance Bar, Tilton, 72-281",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=125d14b4-956a-4ee3-9414-58bba3a6af3d&Action=View,Tilton,Brake System,[Not Used],[Not Used],,325,,,,,,
"Balance Bar, Tilton, 72-300",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=833c47bc-01ab-4668-9318-22d1c7446853&Action=View,Any,Brake System,[Not Used],[Not Used],,32,,,,,,
"Balance Bar, Timms Autoteile, 013 901",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0a1ff461-1d7c-4e4a-acdb-e73729b293f4&Action=View,Timms Autoteile,Brake System,[Not Used],[Not Used],,28.4,,,,,,
"Balance Bar, Wilwood, 340-4745",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9e2e0b81-3401-4390-a5d2-1e70c58f9ac6&Action=View,Wilwood,Brake System,[Not Used],[Not Used],,30,,,,,,
"Banjo Bolt, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=788e552b-07c1-427f-a5e2-d862c81af451&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,0.68,0.0,Thread Size,,
"Banjo Bolt, Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=5c4fe762-7ca6-4ad5-ac62-c7d5fef0d463&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,0.68,0.0,Thread Size,,
"Banjo Fitting, 45 Deg., Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=836d5c5b-35d1-47d4-8137-0208e7257995&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,1.25,1.875,Inlet Fitting Size,,
"Banjo Fitting, 45 Deg., Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=994ef139-31e4-4ebe-87ad-77e806e7c049&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,2.625,0.0,Inlet Fitting Size,,
"Banjo Fitting, 90 Deg., Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fcd8e942-9b5c-476b-98ca-e58099da329d&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,1.5,2.25,Inlet Fitting Size,,
"Banjo Fitting, 90 Deg., Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b70575c2-0d8f-4762-b3cd-ab8e2b1a4020&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,3.15,0.0,Inlet Fitting Size,,
"Banjo Fitting, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=05ed8b5d-2ac5-4e71-bd74-9d3407d29b4e&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,1.0,1.5,Inlet Fitting Size,,
"Banjo Fitting, Double, Aluminum",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=bdfc0e89-dd21-4d7e-868b-ed73d392bb8c&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,1.5,2.25,Largest Inlet Fitting Size,,
"Banjo Fitting, Double, Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6b997519-3579-4953-9732-972aee364c59&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,3.15,0.0,Largest Inlet Fitting Size,,
"Banjo Fitting, Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0e535cf7-067e-4b64-87c1-36a41d5eab11&Action=View,Any,Plumbing,mm,[Not Used],,[C1]*[Size1]+[C2],,2.1,0.0,Inlet Fitting Size,,
"Basalt Fiber, 1 Ply",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=edffb319-e3c5-408f-a811-74bc664eb09b&Action=View,Any,Composite,kg,[Not Used],,110*[Size1], Density=2200kg/m^3. Dry or Pre-Preg. Both include resin. Hand trimming allowed.,,,,,
"Battery, Advanced Chemistry (NiMH, Li-Ion, etc.)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=133345ef-1e46-4b26-9615-722985febfa7&Action=View,Any,Electronics,kg,[Not Used],,65*[Size1], Not for use as an EV main battery,,,,,
"Battery, Lead Acid",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f7990e8f-fb49-48f6-bcb9-00647233c69e&Action=View,Any,Electronics,kg,[Not Used],,3*[Size1],,,,,,
"Battery, Tractive Lithium",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7348b9c3-8733-43e4-806c-2a57d2980efd&Action=View,Any,EV - Electronics,kWh,[Not Used],,600*[Size1], See tab EV for more information,,,,,
"Bearing Ball, Steel",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6988d964-a354-4976-ae7a-9d71e258502b&Action=View,Any,Bearings,mm,[Not Used],,[C1]*[Size1]+[C2]," Any steel materiAluminum This material is for a single steel sphere ball, not a complete bearing.",0.003,0.05,Ball diameter,,
"Bearing, Ball, Angular Contact",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=979058cd-57ad-4713-a6ea-3a139a4ea393&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Not to be used for wheel bearings.,0.1,0.5,Outer diameter,Thickness,
"Bearing, Ball, Deep Groove",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=74e84d41-f9a2-4117-b158-e414f5471b0e&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Not to be used for wheel bearings.,0.1,0.5,Outer diameter,Thickness,
"Bearing, Ball, Radial",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=76e06afb-b609-49db-ad86-a81fc11a1d67&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Not to be used for wheel bearings.,0.1,0.5,Outer diameter,Thickness,
"Bearing, Cylindrical Roller",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=49949459-f1b3-4b3c-a65d-6a8070527b93&Action=View,Any,Bearings,mm,mm,,[C1]*[Size1]*[Size2]+[C2], Not for wheel bearing use.,0.0045,3.6,Outer Diameter,Length of bearing,
"Bearing, Double Row, Ball, Angular Contact",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6c407dff-fbda-472e-b018-a27515a556d2&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Not to be used for wheel bearings.,0.1,0.5,Outer diameter,Thickness,
"Bearing, Double Row, Ball, Deep Groove",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=986e4c7f-a400-4096-a0ce-6776e1198f74&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Not to be used for wheel bearings.,0.1,0.5,Outer diameter,Thickness,
"Bearing, Double Row, Ball, Radial",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=da45bf8b-f062-4af3-8d07-1f03a5713a53&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow((Math.pow([Size1],2)*[Size2]),[C2])", Not to be used for wheel bearings.,0.1,0.5,Outer diameter,Thickness,
"Bearing, Linear, Closed",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ea28f916-67b1-4fc5-8bf0-485d099915a3&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow([Size1],2)*[Size2]+[C2]", Use with end-supported shafts.,0.0001,7.38,Outer diameter,Length,
"Bearing, Linear, Open",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ae1bfb33-2140-41e1-8902-537d50f3bcb7&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow([Size1],2)*[Size2]+[C2]", Use with continuously supported shafts or where access to shaft ends is not possible.,0.00012,13.1,Outer diameter,Length,
"Bearing, Needle",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=01d168fc-1cec-4a0f-925f-4c9f16c6ad97&Action=View,Any,Bearings,mm,mm," New high tech engines, 3-5 valves per cylinder, etc. Engine cost includes tranmission (whether integral or not by design) and all components necessary to run including spark plugs, coils, wires, oil filter, etc. with the exception of the air induction and fuel system components. Cost includes engine as received by manufacturer but not custom parts such as dry sump pans, PCV changes, etc. Fully Internal engine changes are free. If covers or other parts are removed disassembly labor must be included in labor coSteel",[C1]*[Size1]*[Size2]+[C2], Any style of needle bearing. Not for wheel bearing use.,0.0045,3.6,Outer Diameter,Length of bearing,
"Bearing, Spherical",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7b196422-4067-4762-b926-1ec9c5aa428b&Action=View,Any,Bearings,mm,[Not Used],,"[C1]*Math.pow([Size1],2)+[C2]",,0.03,5.0,bore size (diameter of hole in spherical bearing,,
"Bearing, Tapered Needle",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=7759ce3d-c96a-4f1d-8bfa-55d5c1943171&Action=View,Any,Bearings,mm,mm,,[C1]*[Size1]*[Size2]+[C2]," Cost includes outer ring, inner ring and roller assembly. Not to be used for wheel bearings.",0.0045,10.45,Outer diameter,Thickness,
"Bearing, Tapered Roller",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a7432b71-48b0-46bf-8ce5-b24e4aedde50&Action=View,Any,Bearings,mm,mm,,[C1]*[Size1]*[Size2]+[C2]," Cost includes outer ring, inner ring and roller assembly. Not to be used for wheel bearings.",0.0045,10.45,Outer diameter,Thickness,
"Bearing, Thrust Needle Roller, Cage Assembly",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2afbff59-feaf-49fa-981b-f0da1bde26b9&Action=View,Any,Bearings,mm,mm,,[C1]*[Size1]*[Size2]+[C2], Cost includes cage assembly but no washers. Not to be used for wheel bearings.,0.02,0.15,Outer diameter,Thickness,
"Bearing, Thrust Needle Roller, Washers",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=40c0fa2b-f927-4e63-b2d5-fd4679933f83&Action=View,Any,Bearings,mm,mm,,"[C1]*Math.pow([Size1],2)*[Size2]+[C2]", For thrust bearings. Not to be used for wheel bearings.,0.0003,0.13,Outer diameter,Thickness,
Bellcranks or Rockers (All Cost as Made),https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8194717e-0908-45eb-aa80-3de80a77c0d5&Action=View,Cost as made,Chassis,[Not Used],[Not Used],,10000," Do not use this exact material item in the report, for reference only. Create new item and cost as made.",,,,,
Belt,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=0ce1a76b-4554-490f-9341-b6f82f5f9579&Action=View,Any,Drivetrain,mm,[Not Used],,0.05*[Size1],,,,,,
"Bleedscrew, Hydraulic (Brake, clutch, etc.)",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=fe24d5f3-832a-41d9-9c80-b110d923daea&Action=View,Any,Plumbing,[Not Used],[Not Used],,1," Any size, materiAluminum",,,,,
Blow off valve,https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=3a3bcec2-5b14-42f4-bd04-7edae74b0262&Action=View,Any,Engine,[Not Used],[Not Used], AIR from ST,30, Blow off valve unit only. Includes any integral fasteners but not mounting fasteners or external hoses etc.,,,,,
"Boost Control Solenoid Valve, MR561312",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=de003100-a97b-4f48-9924-79b8ac61c700&Action=View,Mitsubishi Motors,Engine,[Not Used],[Not Used],,14,,,,,,
"Brake Caliper, Harrison, 121019P",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f2d1abc0-cc6f-4e1b-bddc-c58d176e5d6f&Action=View,Harrison,Brake System,[Not Used],[Not Used],,162,,,,,,
"Brake Caliper, AP, CP2577",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=96cfa369-8bb9-41e5-a94d-0bc659b7d0d4&Action=View,AP,Brake System,[Not Used],[Not Used],,125,,,,,,
"Brake Caliper, AP, CP3696-6E0",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=eb87730f-aca9-4228-91f4-49305c38d909&Action=View,AP,Brake System,[Not Used],[Not Used],,77.5,,,,,,
"Brake Caliper, AP, CP4226",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=96f567d4-21f8-401e-90ef-54e6a0c8d04e&Action=View,AP,Brake System,[Not Used],[Not Used],,112.5,,,,,,
"Brake Caliper, AP, CP4227",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=914549e8-8c29-4e9e-8f42-bbf255e6924a&Action=View,AP,Brake System,[Not Used],[Not Used],,200,,,,,,
"Brake Caliper, AP, CP4488",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=c7946bc2-5447-4323-be24-91c871218ca6&Action=View,AP,Brake System,[Not Used],[Not Used],,490,,,,,,
"Brake Caliper, AP, CP7003",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=e6575a30-7ad0-4a99-818f-fffcd0ba61fc&Action=View,AP,Brake System,[Not Used],[Not Used],,100,,,,,,
"Brake Caliper, AP, CP7853",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=f38e77b3-2bbe-4964-808b-b57e81f1db5b&Action=View,AP,Brake System,[Not Used],[Not Used],,340.5,,,,,,
"Brake Caliper, Beringer, 2D1",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=2cc6b8bd-e827-47b5-85d0-eb06248573f2&Action=View,Beringer,Brake System,[Not Used],[Not Used],,83,,,,,,
"Brake Caliper, Beringer, 4H02",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=4cb7fc24-57c0-40e1-a58e-4d8ab23e6810&Action=View,Beringer,Brake System,[Not Used],[Not Used],,110,,,,,,
"Brake Caliper, Beringer, 4H12",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=db6c5aff-0ab2-463e-b910-826f4fd6df37&Action=View,Beringer,Brake System,[Not Used],[Not Used],,110,,,,,,
"Brake Caliper, Brembo, 120.A441.30",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9d52bcc3-21de-47c5-87d1-febaaa07f334&Action=View,Brembo,Brake System,[Not Used],[Not Used], 29MAR2019 http://moto.brembo.com/en/detail/120A44130 https://www.revzilla.com/motorcycle/brembo-supersport-rear-brake-caliper,395,,,,,,
"Brake Caliper, Brembo, 20.5161.46/P32F",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b3221ecc-1f91-4508-bcad-9214520aaa67&Action=View,Brembo,Brake System,[Not Used],[Not Used],,50,,,,,,
"Brake Caliper, Brembo, 20.6001/P2-24",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=10f9a3c9-5f78-42b2-b8bd-368ed3902a31&Action=View,Brembo,Brake System,[Not Used],[Not Used],,350,,,,,,
"Brake Caliper, Brembo, 20.6101/GP4-24",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=be088855-0f61-40d9-9cec-263c548dccdb&Action=View,Brembo,Brake System,[Not Used],[Not Used],,450,,,,,,
"Brake Caliper, Brembo, 20.6950.10",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=d8f1ccfa-3ebd-4697-81fe-e2c117888158&Action=View,Brembo,Brake System,[Not Used],[Not Used],,70,,,,,,
"Brake Caliper, Brembo, 20.6950.11/P32G",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=eef214b9-feb4-4da3-881e-e694307db52b&Action=View,Brembo,Brake System,[Not Used],[Not Used],,70,,,,,,
"Brake Caliper, Brembo, 20.6950.21/P32G",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=9f11a660-34fe-4e34-87ee-c2057920e27c&Action=View,Brembo,Brake System,[Not Used],[Not Used],,70,,,,,,
"Brake Caliper, Brembo, 20.6951.12/P34G",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=a6094ae1-972d-4938-9890-0afd74bfc733&Action=View,Brembo,Brake System,[Not Used],[Not Used],,70,,,,,,
"Brake Caliper, Brembo, 20.6951.50/P34C",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=86d21082-9527-4ffe-8c61-5a1803aa25fb&Action=View,Brembo,Brake System,[Not Used],[Not Used],,70,,,,,,
"Brake Caliper, Comet 650, Front",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b8e32b25-b453-492c-9c47-ec9096a3d50b&Action=View,,Brake System,[Not Used],[Not Used],,43,,,,,,
"Brake Caliper, Formula-Italy, MTC 350cc",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=04ee9568-5461-4a16-9a39-c88251001e76&Action=View,Formula-Italy,Brake System,[Not Used],[Not Used], AIR from ST,52,,,,,,
"Brake Caliper, GB Moto, mini race",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=ed686714-f189-4c88-81b3-c45924617864&Action=View,GB Moto,Brake System,[Not Used],[Not Used], 23MAR2017,78,,,,,,
"Brake Caliper, Harrison, 222004P",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=6ca22b6d-41fd-40c1-a55e-5493afcccebc&Action=View,Harrison,Brake System,[Not Used],[Not Used],,94,,,,,,
"Brake Caliper, Harrison, 222005P",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=8e8877a3-8886-4cf5-9af3-94eda993749f&Action=View,Harrison,Brake System,[Not Used],[Not Used],,94,,,,,,
"Brake Caliper, Honda, 45150-HP1-006",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=60412cd4-398d-4983-93a1-b1a987c58df8&Action=View,Honda/Nissin,Brake System,[Not Used],[Not Used],,55,,,,,,
"Brake Caliper, Honda, 45150-HN6-006",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=b092aed1-b7d7-4e0f-94d5-3fcabc822d58&Action=View,Honda/Nissin,Brake System,[Not Used],[Not Used],,30,,,,,,
"Brake Caliper, Hyper Racing, HBS 366-050",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=97d25936-c0c3-4717-97d4-1274b01c0f08&Action=View,Hyper Racing,Brake System,[Not Used],[Not Used], 6FEB2019 https://www.hyperracing.com/pages/products/online_store.aspx?product=366-050,70,,,,,,
"Brake Caliper, ISR, 22-028",https://www.fsaeonline.com/cdsweb/cst/EditMaterials.aspx?CatalogVersion=2132&MaterialID=298fb471-5396-43ed-b033-2145aee5f9b3&Action=View,ISR,Brake System,[Not Used],[Not Used],,65,,,,,,
